id,predicted_class,doc_probs
2722,SuccesCommons,[-92.11577743 -89.19368618 -68.90846488 -85.4886083 ]
512,FailedLords,[-54.7970306  -50.07131399 -65.20233897 -52.18573455]
1158,SuccesCommons,[-85.3222575  -83.28285779 -62.18345305 -78.80309269]
2164,SuccessLords,[-114.84275712 -113.84533368 -126.40482068 -101.0822663 ]
1044,SuccesCommons,[-112.38941256 -103.90968845  -92.19169128  -96.67819778]
2454,FailedCommons,[-55.70169487 -66.72538865 -74.84889091 -76.84904394]
1139,SuccessLords,[-23.94308369 -21.91812876 -22.64499738 -19.31671217]
218,SuccessLords,[-67.58100949 -57.17276284 -48.43384732 -42.32915215]
1419,FailedLords,[-70.51236382 -66.3485672  -76.43749282 -66.4167985 ]
879,SuccessLords,[-22.646303   -17.07148944 -34.68292557 -16.9290355 ]
2965,FailedCommons,[ -71.4968179   -87.99541729 -105.49607859  -80.4739593 ]
121,SuccessLords,[-64.53163998 -57.9713583  -70.99033867 -53.67152497]
2014,SuccessLords,[-110.38493323 -134.68936559 -142.79283486  -68.24893747]
270,SuccessLords,[-60.82019116 -54.46706401 -46.73653968 -41.96477028]
1313,FailedCommons,[-61.77676216 -96.85492758 -86.58786455 -67.17490396]
208,SuccessLords,[-100.01160015  -84.06756569  -81.01183187  -60.75656095]
1945,FailedLords,[-75.21103157 -60.43731276 -84.47588293 -71.58099667]
2356,SuccesCommons,[-113.87185538 -119.44457813  -38.45496048 -124.23745532]
2839,SuccesCommons,[-202.25797386 -210.31230333 -137.16300287 -159.59431726]
2900,FailedLords,[-22.03178009 -20.68743222 -33.64777814 -22.08463716]
688,SuccessLords,[-42.64253303 -35.02332593 -42.70290176 -31.92517974]
1427,SuccessLords,[-56.8204275  -62.71964418 -70.46711599 -53.87366584]
1481,SuccesCommons,[-62.28506382 -59.88293153 -51.66632914 -55.87731893]
922,SuccessLords,[ -96.52919297 -105.02757617 -105.79875783  -74.67059223]
193,SuccessLords,[-43.3289421  -41.51769004 -38.95369731 -38.52951406]
2071,SuccessLords,[-57.4188544  -54.6674457  -78.6868602  -50.53427574]
328,SuccesCommons,[-214.30618604 -215.8013752   -92.1212478  -222.55132042]
1838,SuccessLords,[-81.55291819 -83.18286194 -98.17111328 -74.21604642]
531,SuccessLords,[-68.00737692 -64.46320922 -90.16167559 -62.69645881]
1030,SuccessLords,[-74.96287001 -73.08322476 -86.58082974 -66.55137667]
377,SuccessLords,[-84.06848891 -84.39795501 -92.68643775 -83.37077551]
665,SuccessLords,[-58.89918919 -58.20830493 -74.12181104 -54.82111047]
1092,SuccesCommons,[-76.3515517  -74.3043153  -65.47089207 -71.64027416]
2300,SuccessLords,[ -84.33501078  -85.41404474 -110.8340495   -76.69494727]
2213,SuccessLords,[-134.26038363 -134.96520678 -148.26478846 -131.42388652]
2230,SuccessLords,[-53.34215151 -51.22446361 -48.2204251  -47.99407063]
841,FailedLords,[-37.44322638 -30.22883981 -37.13936931 -32.39803697]
2544,FailedCommons,[-70.78047351 -76.45443443 -84.5973     -78.34452333]
695,SuccessLords,[-43.7727754  -43.51930626 -62.91185956 -43.02744254]
2517,SuccessLords,[-157.43510102 -149.52840813 -137.26959304 -117.29944698]
208,SuccessLords,[-100.01160015  -84.06756569  -81.01183187  -60.75656095]
1149,SuccesCommons,[-131.55968621 -138.12589855  -49.25761958 -143.23499501]
190,SuccessLords,[-63.89960958 -58.42861513 -74.32744828 -53.52172851]
2046,FailedCommons,[ -82.48532728 -123.82239616 -114.57645409  -86.26728551]
208,SuccessLords,[-100.01160015  -84.06756569  -81.01183187  -60.75656095]
3195,SuccessLords,[ -85.61499132  -95.47407913 -122.33795672  -84.68131053]
1900,SuccessLords,[-298.30451032 -282.31847756 -310.27808069 -277.47908678]
2822,SuccessLords,[-162.25297659 -151.28870214 -131.41976904 -121.56827501]
2626,FailedCommons,[-52.6293095  -89.32262927 -94.33374855 -79.86504286]
1276,SuccessLords,[ -88.56859418  -80.00020214 -102.06123314  -78.46518315]
683,SuccesCommons,[-87.28608147 -82.77486443 -67.57121529 -80.52330148]
339,FailedLords,[-74.42496918 -46.31417239 -62.93436263 -66.69718282]
2727,SuccessLords,[-126.03163999 -127.65432734 -114.03598492 -105.60022366]
