id,predicted_class,doc_probs
184,SuccessLords,[-106.45045864  -94.4067814  -138.31502656  -93.7061046 ]
2510,FailedLords,[ -92.99677678  -59.07856201 -120.71549488  -94.0313774 ]
1809,FailedLords,[-61.13194428 -31.21710036 -76.82144924 -59.77900559]
2623,FailedLords,[-65.19405639 -42.31280053 -93.60267552 -67.76754047]
2556,SuccessLords,[-55.96226836 -52.04992954 -72.40567456 -51.81293494]
2467,FailedLords,[-87.29266603 -44.85266376 -97.77207391 -74.24332972]
2885,FailedCommons,[ -9.9807457  -10.71866432 -16.34619836 -10.4577524 ]
1627,FailedLords,[ -94.31864223  -50.51231682 -126.40028607  -88.1253257 ]
997,FailedLords,[ -91.6824208   -65.57718232 -120.36728521  -91.00878461]
3156,FailedLords,[-100.87049559  -66.19665666 -128.57934771  -92.34922646]
2495,FailedLords,[-63.01658931 -45.68602749 -89.00288204 -65.16493035]
2582,SuccessLords,[-55.07038603 -55.98753243 -81.42106316 -54.88091589]
3493,FailedLords,[-14.73111924 -13.21475886 -22.91886122 -17.63596074]
874,FailedLords,[ -83.33980614  -60.24742375 -122.30898564  -77.35573365]
2501,FailedLords,[-44.40427972 -39.01773286 -70.39876878 -50.57780471]
1008,FailedLords,[-39.48639591 -28.09040549 -54.15629077 -48.05935393]
1607,FailedLords,[-20.39470258 -16.72694868 -28.86084271 -23.34781555]
1993,FailedLords,[ -95.7168314   -57.39077872 -123.78268891  -93.32383409]
1385,FailedLords,[-111.26302847  -44.38855118 -129.64842862  -99.30722771]
1612,FailedLords,[-61.37556566 -41.50649583 -83.31175099 -57.94881683]
1023,FailedLords,[-60.28020027 -38.41254767 -95.87054336 -66.68599948]
2554,FailedLords,[-50.81007659 -34.49043487 -85.53520863 -66.69623546]
1185,FailedLords,[ -75.52042925  -41.16318152 -104.50039516  -73.89455638]
2581,FailedLords,[-50.82042338 -21.36017255 -65.7422734  -45.58146832]
827,SuccessLords,[-28.50585727 -19.30571166 -47.65404768 -18.79133653]
3033,FailedLords,[-144.42772698  -64.80075934 -172.73851448 -130.33284653]
3170,FailedCommons,[ -60.24971624  -67.6130662  -102.58433228  -78.92644642]
3181,FailedLords,[-60.77123771 -53.61420201 -98.01924751 -75.46391711]
988,FailedLords,[-57.5919854  -18.48709347 -60.04046487 -44.88649287]
1586,FailedLords,[-40.9616134  -39.80779142 -72.03220814 -48.75858485]
2480,FailedLords,[ -69.10682873  -49.55456206 -107.02495223  -73.73128296]
3178,FailedLords,[-165.93707074 -122.88062026 -191.13013631 -162.1375053 ]
1789,FailedLords,[-45.14978821 -32.50916848 -75.94277447 -54.85125974]
2052,FailedLords,[ -93.19810017  -54.3535655  -139.02502368 -101.12786124]
2003,FailedLords,[-33.03853406 -29.40998268 -43.36624422 -35.45805709]
1193,FailedLords,[-52.7485826  -31.94633885 -74.06589981 -59.52289922]
1182,FailedLords,[ -95.0057297   -57.77649112 -126.75755541  -97.23702992]
2484,FailedLords,[-107.5396225   -67.53423097 -133.87834639 -101.89622951]
2555,FailedLords,[ -93.87900248  -54.73508534 -140.07807911 -101.96670294]
2610,FailedLords,[-69.26377578 -56.91571125 -92.90109166 -74.33002432]
1621,FailedLords,[-40.15951797 -33.83033265 -50.45339362 -36.00733407]
3685,FailedLords,[-43.83409666 -33.40919538 -58.89629349 -44.34367363]
449,FailedLords,[-77.19572666 -49.70241006 -92.86653193 -64.41559613]
3034,FailedCommons,[-47.11803517 -49.53728878 -88.27329179 -60.66090463]
2472,SuccessLords,[-31.90855753 -30.33055309 -38.53112633 -30.28905952]
3309,FailedLords,[-104.51705586  -74.43416692 -130.38280131 -113.33470778]
996,FailedLords,[-58.37631283 -44.7158136  -79.19941136 -58.61922389]
1398,FailedLords,[-170.29258512 -128.94770371 -207.29196642 -162.26613257]
1349,FailedLords,[-129.50157     -65.37376118 -149.93791785 -117.23234951]
1797,FailedLords,[-47.23878962 -30.63785116 -83.00655651 -66.1619131 ]
369,FailedLords,[-65.44658309 -61.42499679 -92.25448157 -62.4269305 ]
1828,FailedLords,[ -86.18421112  -58.78620976 -100.95278413  -79.8438221 ]
2016,FailedCommons,[-29.39476661 -31.63842187 -51.8211176  -35.67714672]
3166,FailedLords,[-56.79417373 -52.32391881 -76.47624288 -55.23396584]
1783,FailedLords,[-59.75826223 -33.57382025 -79.53969478 -56.9164808 ]
1608,FailedLords,[-23.93967766 -17.01638003 -41.40642071 -22.87893343]
2321,FailedLords,[ -99.02950739  -55.78862792 -111.12292807  -86.02454556]
2538,FailedLords,[ -79.66586601  -49.40457799 -104.48122909  -71.4287654 ]
1010,SuccessLords,[-28.50585727 -19.30571166 -47.65404768 -18.79133653]
1157,FailedLords,[-64.54960687 -37.55375169 -89.87489387 -64.2707342 ]
2048,FailedLords,[-17.06667595 -16.36757092 -38.48739652 -22.5818817 ]
363,FailedLords,[-58.70583697 -34.83501046 -83.2708447  -65.22729678]
465,FailedLords,[-57.29546842 -42.96878698 -73.402369   -53.78354785]
2513,FailedLords,[-62.46167392 -45.24330525 -83.72511797 -64.76131408]
867,FailedLords,[-71.81932881 -36.10091099 -88.97221559 -65.77205264]
3095,FailedLords,[ -82.07593822  -77.5189565  -114.15094307  -83.02520506]
1188,FailedLords,[-18.23422305 -17.89951996 -36.76288503 -25.95471394]
374,FailedLords,[-74.90746256 -59.3167389  -82.37753964 -76.49390915]
2049,FailedLords,[-12.23159715 -12.13825107 -30.89570694 -13.86411899]
3171,FailedLords,[-66.27524717 -46.25435519 -95.95485357 -76.02198813]
2619,FailedLords,[ -80.7542834   -67.17735037 -113.69753633  -81.48586316]
2000,FailedLords,[-54.63054096 -38.87280957 -78.22257298 -55.63171801]
2512,FailedLords,[ -89.76493233  -40.74508017 -111.3711472   -80.26332769]
1394,FailedLords,[-63.0798813  -38.95305718 -85.65519229 -59.10042593]
1115,FailedLords,[-58.78730835 -46.80788551 -72.71573839 -63.45633235]
1997,FailedLords,[-63.27503001 -55.70304243 -97.21412826 -66.14303376]
2536,FailedLords,[-130.2603609  -100.621034   -184.59967252 -147.81650672]
1625,FailedCommons,[ -8.78778211 -13.27057902 -27.41364116 -18.55216309]
3144,FailedLords,[ -76.69029933  -67.52564397 -102.17136175  -72.16553092]
1830,FailedCommons,[-58.88340149 -60.91163051 -79.88613231 -75.27267855]
2485,FailedLords,[-78.40704503 -58.25553878 -89.25542305 -64.02023754]
1183,FailedLords,[-14.2683711  -12.20006019 -25.50027162 -13.07417344]
2566,FailedLords,[-59.11076074 -24.86182742 -73.4801417  -61.69769492]
3180,FailedLords,[ -89.51306389  -67.71921546 -108.93740714 -119.33492138]
2887,FailedLords,[-17.57017455 -16.07539889 -26.40659665 -21.11184684]
2595,FailedLords,[-10.43617854  -6.83213776 -14.58130255  -8.12852939]
2012,FailedLords,[-119.80871837  -96.39536655 -179.30230503 -141.50757261]
1384,FailedLords,[-15.8141535   -8.54650551 -23.19308162 -14.95282469]
2571,FailedLords,[-5.56113083 -4.02839643 -8.17689749 -4.33816305]
