Bill Id,Long Title,Short Title,Origin_House,Status,SessionID
2874,A Bill to make provision in the national curriculum regarding sustainable citizenship and protection of the environment,Education (Environment and Sustainable Citizenship) Bill [HL],Lords,1,36
2872,A Bill to establish a publicly owned body to provide insurance for home owners at cost against selling their homes to pay for elderly social care; and for connected purposes,Elderly Social Care (Insurance) Bill [HL],Lords,1,36
3089,A Bill to enable London Borough Councils and the Common Council of the City of London to achieve reductions in airborne emissions from specified plant in their areas and to make provision for the Secretary of State to set emission limits for such plant; to provide for fixed penalty notices in specified circumstances; and for connected purposes,Emissions Reduction (Local Authorities in London) Bill [HL],Lords,1,36
2894,A Bill to amend the Child Benefit (Rates) Regulations 2006 to make provision to vary the rate of child benefit over the course of childhood to enable eligible parents to receive a higher rate during a child’s early years and a correspondingly reduced rate when that child is older,Front-loaded Child Benefit Bill [HL],Lords,1,36
2887,A Bill to prohibit the use of raised laying or battery cages to keep certain game birds for the purpose of producing eggs; to set minimum space requirements for enclosures for such birds; and for connected purposes,Game Birds (Cage Breeding) Bill [HL],Lords,1,36
3139,"A Bill to make provision about the targets, plans and policies for the delivery of healthy homes and neighbourhoods; to set out the principles that define a “healthy home”; to make provision for statements and reports about healthy homes; to establish the office of the Healthy Homes Commissioner; to make provisions to ensure local housing needs are met; and for connected purposes",Healthy Homes Bill [HL],Lords,1,36
2871,A Bill to make it an offence to provide or advertise cheating services for Higher Education assessments,Higher Education Cheating Services Prohibition Bill [HL],Lords,1,36
2881,A Bill to amend the House of Lords Act 1999 so as to abolish the system of by-elections for hereditary peers,House of Lords (Hereditary Peers) (Abolition of By-Elections) Bill [HL],Lords,1,36
3028,A Bill to make provision for the appointment of a Commission to advise the Prime Minister on recommendations to the Crown for the creation of life peerages; to establish principles to be followed in making recommendations; and for connected purposes,House of Lords (Peerage Nominations) Bill [HL],Lords,1,36
3096,"A Bill to restrict the possession, use and sale of lead ammunition; and for connected purposes",Lead Ammunition (Restriction) Bill [HL],Lords,1,36
3115,A Bill to make provision for a review of access for people with learning disabilities to healthcare and other services; to make provision for a review of the provision of learning disability services across government; to make associated provision for the reform of such services; to provide a statutory code of practice on the public sector equality duty for public bodies for matters relating to learning disabilities; and for connected purposes,Learning Disabilities (Access to Services) Bill [HL],Lords,1,36
3082,A Bill to mandate training on learning disability and autism for all health and social care staff undertaking regulated activities in England; and to provide for the Secretary of State to publish a code of practice for specialist training on learning disability and autism,Mandatory Training on Learning Disabilities and Autism Bill [HL],Lords,1,36
3017,A Bill to amend the Marriage Act 1949 to create an offence of purporting to solemnize an unregistered marriage,Marriage Act 1949 (Amendment) Bill [HL],Lords,1,36
3034,A Bill to make provision to increase the energy performance of buildings; and for connected purposes,Minimum Energy Performance of Buildings Bill [HL],Lords,1,36
2892,A Bill to prohibit the falsification of slavery and human trafficking statements; to establish minimum standards of transparency in supply chains in relation to modern slavery and human trafficking; to prohibit companies using supply chains which fail to demonstrate minimum standards of transparency; and for connected purposes,Modern Slavery (Amendment) Bill [HL],Lords,1,36
3075,A Bill to make provision about supporting victims of modern slavery,Modern Slavery (Victim Support) Bill [HL],Lords,1,36
2890,"A Bill to establish the Office for Demographic Change with the duty of collecting evidence about and analysing the impact of population change, and considering future changes in the population of the United Kingdom and their consequences; and for connected purposes",Office for Demographic Change Bill [HL],Lords,1,36
2870,A Bill to make provision for an Office of the Whistleblower,Office of the Whistleblower Bill [HL],Lords,1,36
2884,A Bill to make provision about planning applications for onshore wind installations,Onshore Wind Bill [HL],Lords,1,36
2873,A Bill to make amendments to the Human Tissue Act 2004 concerning consent to activities for the purposes of transplantation outside the United Kingdom and consent for imported cadavers to be on display,Organ Tourism and Cadavers on Display Bill [HL],Lords,1,36
3144,A Bill to prohibit licensing to search and bore for petroleum and onshore hydraulic fracturing activities; to amend the principal objective for the Oil and Gas Authority to be to meet the carbon reduction target for 2050 under the Climate Change Act 2008; and to provide for the Oil and Gas Authority to produce strategies which include the phasing out of the extraction and use of petroleum and transitional planning towards renewable energies,Petroleum (Amendment) Bill [HL],Lords,1,36
3074,A Bill to regulate the use of automated decision-making in the public sector; to require a public authority to complete an algorithmic impact assessment in prescribed form where it procures or develops an automated decision-making system; to establish a Minister for standards in algorithm use; and for connected purposes,Public Authority Algorithm Bill [HL],Lords,1,36
2883,A Bill to make provision for leave to enter or remain in the United Kingdom to be granted to the family members of refugees and of people granted humanitarian protection; and to provide for legal aid to be made available in such cases,Refugees (Family Reunion) Bill [HL],Lords,1,36
2888,A Bill to reduce the voting age to 16 for UK parliamentary elections and all local elections in England,Representation of the People (Young People’s Enfranchisement) Bill [HL],Lords,1,36
3090,A Bill to amend the Road Traffic Act 1988 to lower the prescribed limit of alcohol in relation to driving or being in charge of a vehicle,Road Traffic Act 1988 (Alcohol Limits) (Amendment) Bill [HL],Lords,1,36
3078,"A Bill Amend the Road Traffic Act 1988 and the Road Traffic Offenders Act 1988 to create criminal offences relating to dangerous, careless or inconsiderate cycling, in particular applying to a pedal cycle, an electrically assisted pedal cycle, and an electric scooter",Road Traffic Offences (Cycling) Bill [HL],Lords,1,36
2882,A Bill to place a duty on water companies to ensure that untreated sewage is not discharged into rivers and other inland waters,Sewage (Inland Waters) Bill [HL],Lords,1,36
2876,"A Bill to make provision for the creation of a single status for workers by amending the meaning of “employee”, “worker”, “employer” and related expressions in the Trade Union and Labour Relations (Consolidation) Act 1992, the Employment Rights Act 1996 and cognate legislation; and for connected purposes",Status of Workers Bill [HL],Lords,1,36
3140,A Bill to make provision about individual expression on matters of public interest; for participation in debates on matters of public interest; and for discouraging the use of litigation as a means of limiting expression on matters of public interest,Strategic Litigation Against Public Participation (Freedom of Expression) Bill [HL],Lords,1,36
3119,"A Bill to make provision in connection with the deployment of UK armed forces outside the United Kingdom, overseas territories and Crown dependencies; to make provision for the approval by Parliament of a declaration of war by Her Majesty’s Government; and for connected purposes",War Powers Bill [HL],Lords,1,36
2869,"A Bill to make provision for a public consultation to inform a set of national wellbeing goals; to require public bodies to act in pursuit of the United Kingdom’s environmental, social, economic and cultural wellbeing by meeting wellbeing objectives, publishing future generations impact assessments and accounting for preventative spending; to establish a futures and forecasting report; to establish a Commission for Future Generations for the United Kingdom; to extend the duty of the Office of Budget Responsibility to consider wellbeing and the future generations principle in their work; to add onto a Minister in each government department's portfolio a duty to promote the future generations principle across government policy; to establish a Joint Parliamentary Committee on Future Generations; and for connected purposes",Wellbeing of Future Generations Bill [HL],Lords,1,36
2556,A Bill to decriminalise the consensual termination of a pregnancy which has not exceeded its twenty-fourth week and in other prescribed circumstances; and to create a criminal offence for non-consensual termination of pregnancy,Abortion Bill [HL],Lords,1,35
2536,A Bill to make provision for NHS service commissioners to ensure that persons for whom they have responsibility for commissioning physical and mental health services have access to specialist and generalist palliative care and support services; to enable hospices to access pharmaceutical services on the same basis as other services commissioned by a clinical commissioning group; and to make provision for treatment of children with a life-limiting illness,Access to Palliative Care and Treatment of Children Bill [HL],Lords,1,35
2613,A Bill to raise the age of criminal responsibility,Age of Criminal Responsibility Bill [HL],Lords,1,35
2567,A Bill to prohibit the publication of certain information regarding persons who have been arrested until they have been charged with an offence; to set out the circumstances where such information can be published without committing an offence; and for connected purposes,Anonymity (Arrested Persons) Bill [HL],Lords,1,35
2571,"A Bill to make provision to provide posthumous pardons to armed forces personnel convicted of, or cautioned for, certain abolished offences",Armed Forces (Posthumous Pardons) Bill [HL],Lords,1,35
2592,A Bill to enable competent adults who are terminally ill to be provided at their request with specified assistance to end their own life; and for connected purposes,Assisted Dying Bill [HL],Lords,1,35
2535,A Bill to introduce a minimum period of 56 days before an asylum claim is considered to be determined for the purpose of ending asylum support,Asylum Support (Prescribed Period) Bill [HL],Lords,1,35
2610,A Bill to prohibit the use of automated facial recognition technology in public places and to provide for a review of its use,Automated Facial Recognition Technology (Moratorium and Review) Bill [HL],Lords,1,35
2595,A Bill to prohibit the registration of public service vehicles manufactured after 2025 which emit carbon; and to prohibit the registration of other public service vehicles which emit carbon after 2035,Buses (Zero Emissions) Bill [HL],Lords,1,35
2569,A Bill to make provision for a certificate to be issued to mothers in respect of miscarried and still-born children not eligible for registration under the Births and Deaths Registration Act 1953; to establish a database for archiving the certificate and recording information about the miscarriage or still-birth; and for connected purposes,Certificate of Loss Bill [HL],Lords,1,35
2539,"A Bill to establish the right to breathe clean air; to require the Secretary of State to achieve and maintain clean air in England and Wales; to involve Public Health England in setting and reviewing pollutants and their limits; to enhance the powers, duties and functions of the Environment Agency, the Committee on Climate Change, local authorities (including port authorities), the Civil Aviation Authority, Highways England, Historic England and Natural England in relation to air pollution; to establish the Citizens’ Commission for Clean Air with powers to institute or intervene in legal proceedings; to require the Secretary of State and the relevant national authorities to apply environmental principles in carrying out their duties under this Act and the clean air enactments; and for connected purposes",Clean Air (Human Rights) Bill [HL],Lords,1,35
2639,A Bill to provide certain protections for persons who live together or have lived together as a couple; to make provision about the property of deceased persons survived by a cohabitant; and for connected purposes,Cohabitation Rights Bill [HL],Lords,1,35
2580,A Bill to make provision about certain privileges related to constitutional matters.,Constitutional Privileges Bill [HL],Lords,1,35
2600,A Bill to make provision about the allocation of contracts for difference; resume the allocation of contracts for difference to onshore wind projects; and make provision about planning applications for onshore wind installations.,Contracts for Difference and Onshore Wind Bill [HL],Lords,1,35
2557,A Bill to require the coroner or jury at an inquest to record an opinion as to gambling addiction and any other relevant factors in a case of death by suicide; and for connected purposes.,Coroners (Determination of Suicide) Bill [HL],Lords,1,35
2577,A Bill to make provision to include medical practitioners specialising in cosmetic surgery in the Specialist Register for medical practitioners,Cosmetic Surgery (Standards) Bill [HL],Lords,1,35
2541,A Bill to amend the length of time for which an individual may have a criminal record under the Rehabilitation of Offenders Act 1974,Criminal Records Bill [HL],Lords,1,35
2599,A Bill to amend the Data Protection Act 2018 to grant representative bodies and organisations power to exercise independent complaint and remedy rights on behalf of data subjects,Data Protection (Independent Complaint) Bill [HL],Lords,1,35
2586,A Bill to provide for the functions exercised by the Northern Ireland Department of Health to be exercised by the Secretary of State in the absence of a Northern Ireland Executive,Department of Health (Northern Ireland) Bill [HL],Lords,1,35
2604,A Bill to require the Secretary of State to report on devolution in England.,Devolution in England Bill [HL],Lords,1,35
2570,A Bill to bring into force the remaining sections of Part 3 of the Digital Economy Act 2017,Digital Economy Act 2017 (Commencement of Part 3) Bill [HL],Lords,1,35
2564,A Bill to amend the Matrimonial Causes Act 1973 and make provision in connection with financial settlements following divorce,Divorce (Financial Provision) Bill [HL],Lords,1,35
2528,A Bill to require the Secretary of State to ensure that domestic properties have a minimum energy performance rating of C on an Energy Performance Certificate; to make provision regarding performance and insulation of new heating systems in existing properties; and for connected purposes,Domestic Premises (Energy Performance) Bill [HL],Lords,1,35
2566,"A Bill to amend the succession to the title of Duke of Cornwall; to remove various powers, exemptions and immunities from the Duchy of Cornwall; to make provisions relating to the Treasury Solicitor and any solicitor or attorney appointed in the affairs of the Duchy; and for connected purposes",Duchy of Cornwall Bill [HL],Lords,1,35
2607,A Bill to provide for a consultation on the introduction of a Duty to Plan requiring Category 1 responders to plan for terrorist threats and requiring those responsible for places to which the public have access to consider the vulnerability of those places to attack and take measures to mitigate any such vulnerability,Duty to Plan for Terrorism (Consultation) Bill [HL],Lords,1,35
2579,"A Bill to introduce an entitlement to assemblies that further the spiritual, moral, social and cultural education of all pupils, regardless of religion or belief, at state schools without a designated religious character in England; to repeal the requirement for these schools to hold collective worship; and for connected purposes.",Education (Assemblies) Bill [HL],Lords,1,35
2601,A Bill to make provision about election expenditure by candidates and political parties and about nominations as a parliamentary candidate; to abolish deposits; to confer powers on the Electoral Commission; and for connected purposes.,Elections (Candidates’ Expenditure and Nominations) Bill [HL],Lords,1,35
2578,A Bill to provide for a public consultation on the introduction of a trading obligation on vehicle manufacturers to increase the proportion of electrically propelled light passenger vehicles sold and on the introduction of a road usage duty to reduce transport carbon emissions; and to provide for graduated rates of duty to apply to modified vehicles.,Electric Vehicle Trading Scheme and Road Usage Duty (Consultation) Bill [HL],Lords,1,35
2542,A Bill to enable London Borough Councils and the Common Council of the City of London to achieve reductions in airborne emissions from specified plant in their areas and to make provision for the Secretary of State to set emission limits for such plant; to provide for fixed penalty notices in specified circumstances; and for connected purposes,Emissions Reduction (Local Authorities in London) Bill [HL],Lords,1,35
2588,A Bill to make provision for a right for employees to obtain information relating to the pay of a comparator; to reform remedies and time limits relating to equal pay; to provide a right to equal pay where a single source can rectify unequal pay; to amend the statutory statement ​of particulars to include equal pay; to provide for requirements on certain employers to publish information about the differences in pay between male and female employees and between employees of different ethnic origins; and for related purposes,Equal Pay Bill [HL],Lords,1,35
2581,A Bill to make provision for information and statistics to be available in various public places about the European Union and to provide information to further the establishment of twinning arrangements between towns in the United Kingdom and elsewhere in the European Union in accordance with the European Union’s town twinning support scheme.,"European Union (Information, etc.) Bill [HL]",Lords,1,35
2529,A Bill to make provision for members of the House of Lords to vote in elections to the House of Commons,Extension of Franchise (House of Lords) Bill [HL],Lords,1,35
2534,A Bill to require the Financial Conduct Authority to make rules for authorised persons to owe a duty of care to consumers in their regulated activities,Financial Services (Duty of Care) Bill [HL],Lords,1,35
2609,A Bill to repeal the Fixed-term Parliaments Act 2011; to make provision about the dissolution of Parliament and the determination of polling days for parliamentary general elections; and for connected purposes,Fixed-term Parliaments Act 2011 (Repeal) Bill [HL],Lords,1,35
2621,"A Bill to provide for the High Court of England and Wales to make a preliminary finding on cases of alleged genocide, crimes against humanity or war crimes; and for the subsequent referral of such findings to the International Criminal Court or a special tribunal",Genocide Determination Bill [HL],Lords,1,35
2618,A Bill to repeal the Bills of Sale Acts 1878 and 1882; to make provision for a new form of non-possessory security that may be created over goods owned by individuals; and for connected purposes,Goods Mortgages Bill [HL],Lords,1,35
2582,A Bill to repeal the Hares Preservation Act 1892 and to make provision to prohibit the killing or taking of hares during the breeding season.,Hares Preservation Bill [HL],Lords,1,35
2598,A Bill to amend the law regarding succession to peerages and baronetcies and eligibility to stand for election as a hereditary member of the House of Lords; and for connected purposes,Hereditary Peerages and Baronetcies (Equality of Inheritance) Bill [HL],Lords,1,35
2548,A Bill to permit young persons to carry out voluntary work on a heritage railway or tramway,Heritage Railways and Tramways (Voluntary Work) Bill [HL],Lords,1,35
2603,A Bill to make it an offence to provide or advertise cheating services for Higher Education assessments.,Higher Education Cheating Services Prohibition Bill [HL],Lords,1,35
2554,"A Bill to make provision about elections to, and membership of, the House of Lords; and for connected purposes",House of Lords (Elections and Reform) Bill [HL],Lords,1,35
2530,A Bill to amend the House of Lords Act 1999 so as to abolish the system of by-elections for hereditary peers,House of Lords (Hereditary Peers) (Abolition of By-Elections) Bill [HL],Lords,1,35
2591,A Bill to provide for bishops of the Church of England no longer to be entitled to membership of the House of Lords,House of Lords (Removal of Bishops) Bill [HL],Lords,1,35
2574,"A Bill to enable the Secretary of State or an immigration officer to refuse entry, or to vary or curtail leave to enter or remain which has already been granted, to a person who is known to be, or to have been, involved in gross human rights abuses and who is not a UK or EEA national",Immigration Control (Gross Human Rights Abuses) Bill [HL],Lords,1,35
2545,A Bill to amend the Inheritance Tax Act 1984 to make transfers between siblings exempt in certain circumstances,Inheritance Tax Act 1984 (Amendment) (Siblings) Bill [HL],Lords,1,35
2558,A Bill to amend the Constitutional Reform Act 2005 to provide that the Prime Minister must recommend the person selected by a Joint Committee on Nominations to the Supreme Court; to make provision for a Joint Committee on Nominations to the Supreme Court and its functions; and for connected purposes.,Joint Committee on Nominations to the Supreme Court Bill [HL],Lords,1,35
2596,A Bill to empower local authorities to introduce Workplace Parking Levies with immediate effect and to impose penalty charges for moving traffic contraventions,Local Authorities (Transport Powers) Bill [HL],Lords,1,35
2560,A Bill to mandate training on learning disability and autism for all health and social care staff undertaking regulated activities in England; and to provide for the Secretary of State to publish a code of practice for specialist training on learning disability and autism.,Mandatory Training on Learning Disabilities and Autism Bill [HL],Lords,1,35
2537,A Bill to amend the law on marriage to permit authorised belief organisations to solemnise marriages,Marriage (Approved Organisations) Bill [HL],Lords,1,35
2608,A Bill to amend the Marriage Act 1949 to create an offence of purporting to solemnize an unregistered marriage,Marriage Act 1949 (Amendment) Bill [HL],Lords,1,35
2584,A Bill to revoke parental or judicial consent which permits the marriage or civil partnership of a child and to criminalise child marriage or civil partnership under the age of 18; and for connected purposes,Marriage and Civil Partnership (Minimum Age) Bill [HL],Lords,1,35
2543,A Bill to make provision about supporting victims of modern slavery,Modern Slavery (Victim Support) Bill [HL],Lords,1,35
2732,"A Bill to make provision to change the dates on which non-domestic rating lists must be compiled; to change the dates by which proposed lists must be sent to billing authorities, the Secretary of State or the Welsh Ministers; and for connected purposes",Non-Domestic Rating (Lists) Bill [HL],Lords,1,35
2703,A Bill to establish an Office for Science Quality Assessment within the National Audit Office; and to authorise the Comptroller and Auditor-General to assess any research used as a basis of published policy by a public department,Office for Science Quality Assessment Bill [HL],Lords,1,35
2589,A Bill to make provision for an Office of the Whistleblower,Office of the Whistleblower Bill [HL],Lords,1,35
2546,A Bill to assign certain functions to Ofcom in relation to online harms regulation,Online Harms Reduction Regulator (Report) Bill [HL],Lords,1,35
2590,A Bill to amend the Human Tissue Act 2004 concerning consent to activities done for the purpose of transplantation outside the United Kingdom and consent for imported cadavers on display,Organ Tourism and Cadavers on Display Bill [HL],Lords,1,35
2563,A Bill to amend the law relating to parking on verges and footways in England outside of Greater London and in Wales,Pavement Parking Bill [HL],Lords,1,35
2561,A Bill to amend the Pensions Act 2004 and the Companies Act 2006 to remove the cap on compensation payments under the Pension Protection Fund and to require the approval of pension scheme trustees and the Pensions Regulator for the distribution of dividends.,Pensions (Amendment) Bill [HL],Lords,1,35
2612,A Bill to provide for the provision of free period products,Period Products (Free Provision) Bill [HL],Lords,1,35
2552,A Bill to prohibit licensing to search and bore for petroleum and onshore hydraulic fracturing activities; to amend the principal objective for the Oil and Gas Authority to be to meet the carbon reduction target for ​2050 under the Climate Change Act 2008; and to provide for the Oil and Gas Authority to produce strategies which include the phasing out of the extraction and use of petroleum and transitional planning towards renewable energies,Petroleum (Amendment) Bill [HL],Lords,1,35
2597,A Bill make provision for an inquiry into police conduct of Operation Conifer to be established,Police Conduct (Operation Conifer) Bill [HL],Lords,1,35
2619,A Bill to make provision to ensure that the police forces in England and Wales have sufficient resources to deliver police services; and for connected purposes,Policing Resources Bill [HL],Lords,1,35
2555,A Bill to make provision for the resolution of disputes concerning the location or placement of boundaries and private rights of way relating to the title of an estate in land; and for connected purposes,Property Boundaries (Resolution of Disputes) Bill [HL],Lords,1,35
2614,A Bill to make provision for access to free personal care,Provision of Personal Care Bill [HL],Lords,1,35
2553,"A Bill to establish a public Advocate to provide advice to, and act as data controller for, representatives of the deceased after major incidents",Public Advocate Bill [HL],Lords,1,35
2606,A Bill to make provision for the avoidance of modern slavery in the procurement of public contracts; and for connected purposes,Public Contracts (Modern Slavery) Bill [HL],Lords,1,35
2532,A Bill to make provision concerning referendums within the United Kingdom on constitutional or parliamentary arrangements,Referendums Criteria Bill [HL],Lords,1,35
2538,A Bill to make provision for leave to enter or remain in the United Kingdom to be granted to the family members of refugees and of people granted humanitarian protection; and to provide for legal aid to be made available in such cases,Refugees (Family Reunion) Bill [HL],Lords,1,35
2587,A Bill to make provision for the regulation of political opinion polling in the United Kingdom; and for connected purposes,Regulation of Political Opinion Polling Bill [HL],Lords,1,35
2575,A Bill to amend the Housing Act 1988 to abolish assured shorthold tenancies; to extend the grounds upon which landlords of residential housing may recover possession; and for connected purposes,Rented Homes Bill [HL],Lords,1,35
2602,A Bill to create a right to die at home.,Right to Die at Home Bill [HL],Lords,1,35
2547,"A Bill to amend the Road Traffic Act 1988 and the Road Traffic Offenders Act 1988 to create criminal offences relating to dangerous, careless or inconsiderate cycling, in particular applying to a pedal cycle, an electrically assisted pedal cycle, and an electric scooter",Road Traffic Offences (Cycling) Bill [HL],Lords,1,35
2623,A Bill to make provision for children adopted from overseas to receive the same priority for admission to maintained schools as children looked after or previously looked after by a local authority in England,School Admissions for Children Adopted from Overseas Bill [HL],Lords,1,35
2559,A Bill to provide for a duty on schools to run open days during school holidays and for free school meals to be provided for eligible pupils at the open days.,School Holiday Open Days Bill [HL],Lords,1,35
2549,A Bill to amend the Education Act 2002 and the Academies Act 2010 to provide for schools under those Acts to promote the mental health and wellbeing of their pupils,Schools (Mental Health and Wellbeing) Bill [HL],Lords,1,35
2568,"A Bill to make provision to amend the statutory limits for payment of invoices; make provision for a statutory time limit for resolving payment disputes; amend interest for late payments and penalties for persistent late payments and non-compliance; prohibit specified payment practices, on-boarding and pay-to-stay; require payments becoming due under public sector construction projects to be held in project bank accounts; amend the remit, role and powers of the Small Business Commissioner in regard to late payments; provide for a duty on auditors to publish late payment data; and for connected purposes",Small Business Commissioner and Late Payments etc Bill [HL],Lords,1,35
2573,A Bill to provide for a review by the Secretary of State of the regulations governing gamete storage periods,Storage Period for Gametes Bill [HL],Lords,1,35
2583,A Bill to make provision in relation to the civil enforcement of speeding contraventions,Traffic Management (Amendment) Bill [HL],Lords,1,35
2585,A Bill to make provision to enable the civil enforcement of moving traffic contraventions using approved devices,Traffic Management (Approved Devices) Bill [HL],Lords,1,35
2611,A Bill to make provision for unaccompanied asylum seeking children to receive legal advice and for extending the deadline for an unaccompanied asylum seeking child to appeal an asylum decision,Unaccompanied Asylum Seeking Children (Legal Advice and Appeals) Bill [HL],Lords,1,35
2562,A Bill to create an offence of conduct in trade and commerce that is unconscionable; and for connected purposes,Unconscionable Conduct in Commerce Bill [HL],Lords,1,35
2540,A Bill to make provision for the prohibition of unpaid work experience exceeding four weeks; and for connected purposes,Unpaid Work Experience (Prohibition) Bill [HL],Lords,1,35
2576,,"Victims of Crime (Rights, Entitlements, and Notification of Child Sexual Abuse) Bill [HL]",Lords,1,35
2565,A Bill to provide for the Secretary of State to develop and publish a video gaming health and wellbeing strategy and to provide for the Secretary of State to develop health advice on video gaming,Video Gaming Health and Wellbeing Strategy Bill [HL],Lords,1,35
2531,"A Bill to make provision for requiring public bodies to act in pursuit of the United Kingdom’s environmental, social, economic and cultural wellbeing by meeting wellbeing objectives, publishing future generations impact assessments, accounting for preventative spending, and through public services contracts; to establish a Commissioner for Future Generations for the United Kingdom; to establish a Joint Parliamentary Committee on Future Generations; to require companies to consider the impact of their activities on the United Kingdom’s wellbeing; and for connected purposes",Wellbeing of Future Generations Bill [HL],Lords,1,35
2605,A Bill to make provision for certain employers to be required to publish information about differences in pay relative to protected characteristics,Workforce Information Bill [HL],Lords,1,35
2494,A Bill to make provision for NHS service commissioners to ensure that persons for whom they have responsibility for commissioning physical and mental health services have access to specialist and generalist palliative care and support services; and to make provision for treatment of children with a life-limiting illness.,Access to Palliative Care and Treatment of Children Bill [HL],Lords,1,34
2489,A Bill to raise the age of criminal responsibility.,Age of Criminal Responsibility Bill [HL],Lords,1,34
2480,"A Bill to make provision about airspace change proposals and about the licensing regime for air traffic services under Part 1 of the Transport Act 2000, to confer police powers relating to unmanned aircraft and requirements in Air Navigation Orders and to provide for fixed penalties for certain offences relating to unmanned aircraft",Air Traffic Management and Unmanned Aircraft Bill [HL],Lords,1,34
2487,"A Bill to make provision to provide posthumous pardons to armed forces personnel convicted of, or cautioned for, certain abolished offences.",Armed Forces (Posthumous Pardons) Bill [HL],Lords,1,34
2513,A Bill to prohibit the use of automated facial recognition technology in public places and to provide for a review of its use,Automated Facial Recognition Technology (Moratorium and Review) Bill [HL],Lords,1,34
2410,"A Bill to make provision about the Commonwealth Games that are to be held principally in Birmingham in 2022, and for connected purposes.",Birmingham Commonwealth Games Bill [HL],Lords,1,30
2512,A Bill to make provision for a certificate to be issued to mothers in respect of miscarried and still-born children not eligible for registration under the Births and Deaths Registration Act 1953; to establish a database for archiving the certificate and recording information about the miscarriage or still-birth; and for connected purposes,Certificate of Loss Bill [HL],Lords,1,34
2483,"A Bill to establish the right to breathe clean air; to require the Secretary of State to achieve and maintain clean air in England and Wales; to involve Public Health England in setting and reviewing pollutants and their limits; to enhance the powers, duties and functions of the Environment Agency, the Committee on Climate Change, local authorities (including port authorities), the Civil Aviation Authority, Highways England, Historic England and Natural England in relation to air pollution; to establish the Citizens’ Commission for Clean Air with powers to institute or ​intervene in legal proceedings; to require the Secretary of State and the relevant national authorities to apply environmental principles in carrying out their duties under this Act and the clean air enactments; and for connected purposes",Clean Air (Human Rights) Bill [HL],Lords,1,34
2481,A Bill to amend the length of time for which an individual may have a criminal record under the Rehabilitation of Offenders Act 1974,Criminal Records Bill [HL],Lords,1,34
2488,A Bill to provide for the functions exercised by the Northern Ireland Department of Health to be exercised by the Secretary of State until the formation of a Northern Ireland Executive.,Department of Health (Northern Ireland) Bill [HL],Lords,1,34
2500,A Bill to provide for a review by the Lord Chancellor of the law of England and Wales relating to divorce and judicial separation and to the dissolution of civil partnerships and the separation of civil partners,Divorce (etc.) Law Review Bill [HL],Lords,1,34
2465,"A Bill to make in relation to marriage and civil partnership in England and Wales provision about divorce, dissolution and separation; and for connected purposes","Divorce, Dissolution and Separation Bill [HL]",Lords,1,34
2506,A Bill to require the Secretary of State to ensure that domestic properties have a minimum energy performance rating of C on an Energy Performance Certificate; to make provision regarding performance and insulation of new heating systems in existing properties; and for connected purposes,Domestic Premises (Energy Performance) Bill [HL],Lords,1,34
2473,"A Bill to amend the succession to the title of the Duke of Cornwall; to remove various powers, exemptions and immunities from the Duchy of Cornwall; to make provisions relating to the Treasury Solicitor and any solicitor or attorney appointed in the affairs of the Duchy; and for connected purposes",Duchy of Cornwall Bill [HL],Lords,1,34
2492,A Bill to provide for consultation on the introduction of a Duty to Plan to require Category 1 responders to plan for terrorist threats and require those responsible for places to which the public have access to consider the vulnerability of those places to attack and take measures to mitigate any such vulnerability; and for connected purposes.,Duty to Plan for Terrorism (Consultation) Bill [HL],Lords,1,34
2495,A Bill to make provision for the regulation of election expenditure by candidates and political parties; to provide for the regulation of nominations as a parliamentary candidate and the abolition of deposits; to confer powers on the Electoral Commission; and for connected purposes.,Elections (Candidates’ Expenditure and Nominations) Bill [HL],Lords,1,34
2484,A Bill to enable London Borough Councils and the Common Council of the City of London to achieve reductions in airborne emissions from specified plant in their areas and to make provision for the Secretary of State to set emission limits for such plant; to provide for fixed penalty notices in specified circumstances; and for connected purposes,Emissions Reduction (Local Authorities in London) Bill [HL],Lords,1,34
2491,"A Bill to create a power of arrest, without warrant, for the purpose of extraditing people for serious offences.",Extradition (Provisional Arrest) Bill [HL],Lords,1,34
2508,A Bill to require the Financial Conduct Authority to make rules for authorised persons to owe a duty of care to consumers in their regulated activities,Financial Services Duty of Care Bill [HL],Lords,1,34
2498,A Bill to repeal the Fixed-term Parliaments Act 2011; to make provision about the dissolution of Parliament and the determination of polling days for parliamentary general elections; and for connected purposes,Fixed-term Parliaments Act 2011 (Repeal) Bill [HL],Lords,1,34
2472,A Bill to prohibit payments for remote gambling to be made using money obtained on credit; and to prohibit the use of cash machines on premises licensed for gambling,Gambling Act 2005 (Amendment) Bill [HL],Lords,1,34
2516,A Bill to amend the Gender Recognition Act 2004 in relation to a change of gender of someone who is married,Gender Recognition Act 2004 (Amendment) Bill [HL],Lords,1,34
2475,"A Bill to provide for the High Court of England and Wales to make a preliminary finding on cases of alleged genocide, crimes against humanity or war crimes; and for the subsequent referral of such findings to the International Criminal Court or a Special Tribunal",Genocide Determination Bill [HL],Lords,1,34
2478,A Bill to repeal the Bills of Sale Acts 1878 and 1882 and to make provision for a new form of non-possessory security that may be created over goods owned by individuals; and for connected purposes,Goods Mortgages Bill [HL],Lords,1,34
2466,A Bill to establish the Health Service Safety Investigations Body and to confer the function of carrying out investigations and other functions on that body; to make provision in connection with investigations carried out by that body; to make provision about medical examiners; and for connected purposes,Health Service Safety Investigations Bill [HL],Lords,1,34
