Bill Id,Long Title,Short Title,Origin_House,Status,SessionID
3657,A Bill to require the Sentencing Council to issue sentencing guidelines in respect of sections 58 and 59 of the Offences against the Person Act 1861; and for connected purposes.,Offences Against the Person Act 1861 (Sentencing Guidelines) Bill,Commons,1,38
3674,A Bill to make provision about the weapons to which section 141 of the Criminal Justice Act 1988 applies; and for connected purposes.,Offensive Weapons Bill,Commons,1,38
3562,A Bill to make provision for a compulsory registration scheme for certain off-road vehicles; to require such vehicles to display a registration plate; and for connected purposes.,Off-Road Vehicles (Registration) Bill,Commons,1,38
3504,To make provision about licences to search and bore for and get offshore petroleum.,Offshore Petroleum Licensing Bill,Commons,1,38
3568,"A Bill to provide that, if a service can be subscribed to online, it must be possible to cancel that subscription online; and for connected purposes.",Online Services (Cancellation) Bill,Commons,1,38
3670,A Bill to require that every child be offered at least one outdoor education experience during primary school years and at least one such experience during secondary school years; and for connected purposes.,Outdoor Education Bill,Commons,1,38
3596,A Bill to make provision in connection with the recognition of the State of Palestine.,Palestine Statehood (Recognition) Bill,Commons,1,38
3624,A Bill to grant powers to the Parliamentary and Health Service Ombudsman to identify and investigate systemic problems in the benefits system and make associated recommendations to the Secretary of State; and for connected purposes.,Parliamentary and Health Service Ombudsman (Powers) Bill,Commons,1,38
3543,A Bill to change the period of life expectancy relevant to certain pension rules.,Pensions (Special Rules for End of Life) Bill,Commons,1,38
3696,A Bill to require employers to ensure that personal protective equipment provided at work to people with certain protected characteristics within the meaning of the Equality Act 2010 is suitable for the wearer; and for connected purposes.,Personal Protective Equipment at Work (Protected Characteristics) Bill,Commons,1,38
3578,A Bill to make provision regarding pets with microchips; and for connected purposes.,Pets (Microchips) Bill,Commons,1,38
3679,A Bill to require police officers and certain employees of police forces to declare a membership of or affiliation to certain types of society and organisation; to require such declarations to be accompanied by a statement relating to that membership; and for connected purposes.,Police (Declaration) Bill,Commons,1,38
3728,A Bill to make provision for the House of Commons to nominate the Prime Minister and approve appointments to the Cabinet; and for connected purposes.,Prime Minister (Nomination) and Cabinet (Appointment) Bill,Commons,1,38
3577,A Bill to prohibit the creation and uploading of unauthorised media content relating to prisons.,Prison Media Bill,Commons,1,38
3705,A Bill to establish a regulator of privately-owned car parks; to make provision about the powers and duties of that regulator; and for connected purposes.,Private Parking (Regulator) Bill,Commons,1,38
3716,A Bill to require local authorities to adopt public amenities in certain circumstances where specified minimum standards are met; and for connected purposes.,Public Amenities (Adoption by Local Authorities) Bill,Commons,1,38
3640,A Bill to amend the Public Health (Control of Disease) Act 1984 to make provision about parliamentary scrutiny of regulations made under that Act; and for connected purposes.,Public Health (Control of Disease) Act 1984 (Amendment) Bill,Commons,1,38
3604,A Bill to require companies and certain other persons to insure against their liability for injury to third parties and premises; and for connected purposes.,Public Liability (Compulsory Insurance) Bill,Commons,1,38
3553,A Bill to make provision about public procurement in respect of British goods and services; and for connected purposes.,Public Procurement (British Goods and Services) Bill,Commons,1,38
3652,A Bill to limit exit payments made by some public sector organisations to employees; and for connected purposes.,Public Sector Exit Payments (Limitation) Bill,Commons,1,38
3609,A Bill to create the offence of impersonating a public sector website for the purpose of collecting payment or personal data; and for connected purposes.,Public Sector Website Impersonation Bill,Commons,1,38
3697,A Bill to require providers of electronic communications networks to allow their customers to access certain public sector websites free of charge; and for connected purposes.,Public Sector Websites (Data Charges) Bill,Commons,1,38
3658,"A Bill to set minimum service levels for the provision of public transport in rural areas, including for access to sites of employment and education; and for connected purposes.",Public Transport (Rural Areas) Bill,Commons,1,38
3579,A Bill to prohibit the import of young puppies; and for connected purposes.,Puppy Import (Prohibition) Bill,Commons,1,38
3646,A Bill to require a Regulatory Impact Assessment to be published for all primary and secondary legislation introduced by the Government; to make provision for associated sanctions; and for connected purposes.,Regulatory Impact Assessments Bill,Commons,1,38
3462,"A Bill to make provision changing the law about rented homes, including provision abolishing fixed term assured tenancies and assured shorthold tenancies; imposing obligations on landlords and others in relation to rented homes and temporary and supported accommodation; and for connected purposes.",Renters (Reform) Bill,Commons,1,37
3718,"A Bill to amend section 7A of the Road Traffic Act 1988 to provide that a specimen of blood may be subjected to a laboratory test 
without the permission of the person from whom it was taken; and for connected purposes.",Road Traffic (Testing of Blood) Bill,Commons,1,38
3677,A Bill to make provision about speeding offences on roads to which a 20mph limit applies; to make provision about the enforcement of moving traffic offences; to require 24 hour staffing of works on specified public roads; and for connected purposes.,Road Traffic and Street Works Bill,Commons,1,38
3648,A Bill to require public authorities to exercise their statutory powers to investigate and take enforcement action for breaches of the law; to make provision for sanctions for failing to take such action; and for connected purposes.,Rule of Law (Enforcement by Public Authorities) Bill,Commons,1,38
3717,"A Bill to make provision about the seizure, freezing and transfer of 
Russian state assets; to require the Secretary of State to publish proposals for the use of 
such assets for the reconstruction and rebuilding of Ukraine, including an assessment of 
the needs of Ukraine; and for connected purposes.",Russian State Assets and Reconstruction of Ukraine Bill,Commons,1,38
3586,A Bill to make provision requiring local authorities to exercise their functions with a view to improving and promoting regular attendance by registered pupils at schools in their area; and to make provision requiring school proprietors to have an attendance policy to promote regular attendance.,School Attendance (Duties of Local Authorities and Proprietors of Schools) Bill,Commons,1,38
3664,A Bill to make provision to require every school to have access to a qualified mental health professional; and for connected purposes.,Schools (Mental Health Professionals) (No. 2) Bill,Commons,1,38
3729,A Bill to make provision for the dissolution of the Union between Scotland and the rest of the United Kingdom; to make provision for the transfer of powers from the UK Parliament to the Scottish Parliament; and for connected purposes.,Scotland (Independence) Bill,Commons,1,38
3665,A Bill to amend the Scotland Act 1998 to grant to the Scottish Parliament legislative competence in respect of the role and functions of the Scottish Law Officers; and for connected purposes.,Scottish Law Officers (Devolution) Bill,Commons,1,38
3654,A Bill to make provision about the notice period for termination of funding agreements for secure 16 to 19 Academies; to make provision about the Secretary of State’s duty to consider the impact on existing educational institutions when it is proposed to establish or expand a secure 16 to 19 Academy; and to alter the consultation question required when it is proposed to establish or expand a secure 16 to 19 Academy.,Secure 16 to 19 Academies Bill,Commons,1,38
3691,A Bill to make provision about the scrutiny and approval by Parliament of appointments to senior civil service roles; and for connected purposes.,Senior Civil Service (Accountability and Appointment) Bill,Commons,1,38
3510,"A Bill to make provision about the sentencing of offenders convicted of murder or sexual offences; to make provision about the suspension of custodial sentences; to make provision about the release of offenders, including provision about release on licence; and for connected purposes.",Sentencing Bill,Commons,1,38
3700,A Bill to transfer the power to designate sites of special scientific interest from Natural England to the Secretary of State; to make provision about the exercise of that power by the Secretary of State; and for connected purposes.,Sites of Special Scientific Interest (Designation) Bill,Commons,1,38
3597,A Bill to require the Secretary of State to publish proposals for a social tariff for energy.,Social Energy Tariff Bill,Commons,1,38
3682,A Bill to require the Secretary of State to publish proposals for a social tariff for energy.,Social Energy Tariff (No. 2) Bill,Commons,1,38
3622,A Bill to require the Secretary of State to publish annual calculations of benefit and tax credit rates that would be required for a representative household to afford to buy meals in accordance with the Eatwell Guide to eating healthily; and for connected purposes.,Social Security Benefits (Healthy Eating) Bill,Commons,1,38
3730,A Bill to establish a regulator of ferry services operating in the Solent; to make provision about the powers and duties of that regulator; and for connected purposes.,Solent Ferry Regulator Bill,Commons,1,38
3551,A Bill to require operator licences authorising the carrying out of spaceflight activities to specify the licensee's indemnity limit.,Space Industry (Indemnities) Bill,Commons,1,38
3564,A Bill to require the continued appointment of a special envoy for freedom of religion or belief and make provision about the special envoy’s functions.,Special Envoy for Freedom of Religion or Belief Bill,Commons,1,38
3706,A Bill to provide for a statutory code of conduct for Ministers of the Crown; for a statutory code of conduct for Members of the House of Commons and Members of the House of Lords; for a statutory code of conduct for councillors in England; and for connected purposes.,Standards in Public Life (Codes of Conduct) Bill,Commons,1,38
3683,A Bill to require the Secretary of State to publish proposals for a compensation scheme for women born between 6 April 1950 and 5 April 1960 inclusive who have been affected by increases in the state pension age; and for connected purposes.,State Pension Age (Compensation) Bill,Commons,1,38
3630,A Bill to provide that a draft statutory instrument which is subject to the affirmative resolution procedure may be amended by either House of Parliament before it is approved; and for connected purposes.,Statutory Instruments Act 1946 (Amendment) Bill,Commons,1,38
3544,A Bill to make provision about the misuse of litigation to suppress freedom of speech.,Strategic Litigation Against Public Participation Bill,Commons,1,38
3583,A Bill to require the provision of information relating to support available for parents and carers of infants for the purpose of supporting those infants; to require the Government to publish an annual report on the support available for infants and the impact that that support has had on outcomes for infants and children; and for connected purposes.,Support for Infants Bill,Commons,1,38
3680,"A Bill to make provision for and in connection with the making available of information about support available for infants, parents and carers of infants, and prospective parents and carers, including reporting requirements relating to such support.",Support for Infants and Parents etc (Information) Bill,Commons,1,38
3598,A Bill to make provision about mandatory local consultation in relation to the installation of telecommunications infrastructure in residential areas; and for connected purposes.,Telecommunications Infrastructure (Consultation) Bill,Commons,1,38
3708,A Bill to require providers of electronic communications networks to grant access to their apparatus to other such providers in certain circumstances; to prohibit the installation of new electronic communications apparatus where services can be provided by sharing apparatus; and for connected purposes.,Telecommunications Infrastructure (Requirement to Share Apparatus) Bill,Commons,1,38
3715,"A Bill to establish a Tenant Farming Commissioner; to make provision about the powers and duties of the commissioner, including powers in respect of payments under an Environmental Land Management scheme in cases where a tenant farmer has been evicted; and for connected purposes.",Tenant Farming Commissioner Bill,Commons,1,38
3712,A Bill to require the Secretary of State to apply for an order for special administration in relation to Thames Water; and for connected purposes.,Thames Water (Special Administration) Bill,Commons,1,38
3582,A Bill to amend the Titles Deprivation Act 1917 to deprive in certain circumstances Princes of their British Dignities and Titles.,Titles Deprivation Act 1917 Amendment Bill,Commons,1,38
3703,Please note: this is the old version of the Bill introduced under the previous Government. A link to the new version introduced by the current Government is provided below.,Tobacco and Vapes Bill,Commons,1,38
3556,A Bill to create an offence of unauthorised entry at football matches for which a football banning order can be imposed following conviction.,Unauthorised Entry to Football Matches Bill,Commons,1,38
3625,A Bill to require the Secretary of State to report to Parliament on the merits of repealing those provisions of the Welfare Reform Act 2012 which provide for persons to be paid reduced rates of housing benefit or universal credit because their accommodation is deemed to be under-occupied.,Under-Occupancy Penalty (Report) Bill,Commons,1,38
3621,A Bill to amend the Welfare Reform Act 2012 to provide that a Universal Credit claimant may not be sanctioned for refusing work on a zero hours contract; and for connected purposes.,Universal Credit Sanctions (Zero Hours Contracts) Bill,Commons,1,38
3667,A Bill to prohibit unpaid trial work periods; and for connected purposes.,Unpaid Trial Work Periods (Prohibition) Bill,Commons,1,38
3585,"A Bill to place a duty on the Secretary of State to review, and publish a report on, the merits of increasing the relevant statutory sum under the Vaccine Damage Payments Act 1979 for all claims since 1 January 2020 by an amount representing the amount of inflation since 2007.",Vaccine Damage Payments Act (Review) Bill,Commons,1,38
3601,A Bill to require the Secretary of State to publish annual data relating to veterans who are given non-custodial sentences; and for connected purposes.,Veterans (Non-custodial Sentences) Bill,Commons,1,38
3594,A Bill to confer powers on and place duties on the Environment Agency in respect of the monitoring of water quality; to make provision about environmental permits for water discharge activities; and for connected purposes.,Water Quality Monitoring Bill,Commons,1,38
3661,"A Bill to require the Secretary of State to report to Parliament on the potential merits of prohibiting the making of deductions from certain social security benefits within the first six months of a claim, of restricting the making of deductions in cases where a claimant is at risk of hardship, of reducing the maximum proportion of a claim that may be deducted, and of changing the priority order in which debt repayments are recovered by deductions; to require the Secretary of State to report to Parliament on the adequacy of the rate at which social security benefits are paid; to require the Secretary of State to publish a strategy for increasing the availability of free debt and money advice for people claiming social security benefits; and for connected purposes.","Welfare Benefits (Adequacy, Debt and Deductions) Bill",Commons,1,38
3676,"A Bill to establish an independent Office of the Whistleblower to protect whistleblowers and whistleblowing in accordance with the public interest; to make provision for the Office of the Whistleblower to set, monitor and enforce standards for the management of whistleblowing cases, to provide disclosure and advice services, to direct whistleblowing investigations and to order redress of detriment suffered by whistleblowers; to create offences relating to the treatment of whistleblowers and the handling of whistleblowing cases; to repeal the Public Interest Disclosure Act 1998; and for connected purposes.",Whistleblowing Bill,Commons,1,38
3580,A Bill to make provision about workers’ rights; to amend the definition of worker; and for connected purposes.,Workers (Rights and Definition) Bill,Commons,1,38
3239,A Bill to require the Secretary of State to report to Parliament on the merits of reinstating the Access to Elected Office Fund.,Access to Elected Office Fund (Report) Bill,Commons,1,37
3420,A Bill to make provision to enable local authorities to establish planning obligations relating to affordable housing in respect of the conversion of commercial property to residential use; and for connected purposes.,Affordable Housing (Conversion of Commercial Property) Bill,Commons,1,37
3424,A Bill to make provision for local authorities to conduct annual audits of air pollution in their area and associated emissions by public and private entities; to require those local authorities to prepare reports on those audits; to require the Secretary of State to report annually to Parliament on those audit reports; and for connected purposes.,Air Pollution (Local Authority Audits) Bill,Commons,1,37
2880,"A Bill to make provision about the welfare of certain kept animals that are in, imported into, or exported from Great Britain.",Animal Welfare (Kept Animals) Bill,Commons,1,36
3466,A Bill to amend the Animal Welfare Act 2006 to require a person in charge of a dog to take all reasonable steps to ensure that that dog does not fatally injure another dog; and for connected purposes,Animal Welfare (Responsibility for Dog Attacks) Bill,Commons,1,37
3269,A Bill to create an offence of disclosing the identity of a person who is the subject of an investigation in respect of the alleged commission of an offence; and for connected purposes.,Anonymity of Suspects Bill,Commons,1,37
3301,A Bill to require Her Majesty’s Government to formally recognise the Armenian genocide of 1915-16.,Armenian Genocide (Recognition) Bill,Commons,1,37
3464,A Bill to regulate the use of artificial intelligence technologies in the workplace; to make provision about workers' and trade union rights in relation to the use of artificial intelligence technologies; and for connected purposes.,Artificial Intelligence (Regulation and Workers' Rights) Bill,Commons,1,37
3497,A Bill to provide for a national register of asbestos present in non-domestic premises and of the condition of that asbestos; and for connected purposes.,Asbestos (national register) Bill,Commons,1,37
3257,A Bill to make provision for asylum seekers to challenge the proportionality of a proposed eviction from accommodation before an independent court or tribunal; to establish asylum seeker accommodation eviction procedures for public authorities; and for connected purposes.,Asylum Seekers (Accommodation Eviction Procedures) Bill,Commons,1,37
3263,A Bill to make provision for granting permission to work to asylum seekers who have waited six months for a decision on their asylum application; and for connected purposes.,Asylum Seekers (Permission to Work) Bill,Commons,1,37
3304,A Bill to make provision for granting permission to work to asylum seekers who have waited six months for a decision on their asylum application; and for connected purposes.,Asylum Seekers (Permission to Work) (No. 2) Bill,Commons,1,37
3495,A Bill to require the provision of automated external defibrillators in all new housing developments of ten dwellings or more; to require developers to provide funding for the maintenance of such defibrillators for a period of ten years after installation; and for connected purposes.,Automated External Defibrillators (Housing Developments) Bill,Commons,1,37
3241,"A Bill to require the installation of automated external defibrillators in public buildings, sporting facilities, schools, higher education and other education and skills facilities, and facilities that provide care to vulnerable people; and to make associated provision about training and signage.",Automated External Defibrillators (Public Access) Bill,Commons,1,37
3468,"A Bill to make provision for court orders to prohibit disruptive passengers from flying, and for connected purposes.",Aviation Banning Orders (Disruptive Passengers) Bill,Commons,1,37
3479,"A Bill to set minimum service standards for the provision of banking and postal services in rural areas, including for the provision of services through physical outlets; and for connected purposes.",Banking and postal services (rural areas) Bill,Commons,1,37
3280,"A Bill to require the Chancellor of the Exchequer to report to Parliament on proposals to replace the Barnett Formula used to calculate adjustments to public expenditure allocated to Scotland, Wales and Northern Ireland with a statutory scheme for the allocation of resources based on an assessment of relative needs; and for connected purposes.",Barnett Formula (Replacement) Bill,Commons,1,37
3243,A Bill to abolish the BBC licence fee and make the BBC a subscription service; and for connected purposes.,BBC Licence Fee (Abolition) Bill,Commons,1,37
3278,A Bill to de-criminalise the non-payment of the BBC licence fee by persons aged over seventy-five; and for connected purposes.,BBC Licence Fee Non-Payment (Decriminalisation for Over-75s) Bill,Commons,1,37
3346,"Require the Secretary of State to report to Parliament on the likely effects of 
the abolition of the benefit cap, including on levels of absolute and relative 
poverty, poor mental health, food bank use, borrowing of money from friends 
and family, evictions from homes and problem debt, and on different groups 
including women, lone parents and people from Black and minority ethnic 
backgrounds; and for connected purposes.",Benefit Cap (Report on Abolition) Bill,Commons,1,37
3259,A Bill to make provision for warnings to be given to benefit claimants before they are given sanctions; and for connected purposes.,Benefit Sanctions (Warnings) Bill,Commons,1,37
3227,A Bill to reform the law relating to human rights.,Bill of Rights Bill,Commons,1,37
3343,"A Bill to require the Government to publish an assessment of incidences of bowel conditions and diseases, including an assessment of geographical and socioeconomic disparities.",Bowel Conditions (Assessment) Bill,Commons,1,37
3501,"A Bill to set a target for the number of glioblastoma patients who take part in clinical trials each year; to require training for medical oncologists to include training relating to brain cancers; to provide that any drug that has been licensed for use on tumours must be trialled on people with brain tumours; to make provision in relation to neuro-oncology multidisciplinary teams in the NHS, including a requirement that each such team must include a medical oncologist; to require manufacturers of drugs licensed to treat tumours to make those drugs available in specified circumstances for clinical trials relating to brain tumours; and for connected purposes.",Brain Tumours Bill,Commons,1,37
3242,A Bill to make provision for an application to the Council of Europe to withdraw from the European Convention on Human Rights and the introduction of a British Bill of Rights.,British Bill of Rights and Withdrawal from the European Convention on Human Rights Bill,Commons,1,37
3276,A Bill to make provision for the privatisation of the British Broadcasting Corporation; and for connected purposes.,British Broadcasting Corporation (Privatisation) Bill,Commons,1,37
3294,A Bill to place a duty on public bodies to have a presumption in favour of purchasing goods of British origin in purchasing decisions; and for connected purposes.,British Goods (Public Sector Purchasing Duty) Bill,Commons,1,37
3296,A Bill to expand the list of sporting events that must be made available for broadcast by free-to-air television channels; and for connected purposes.,Broadcasting (Listed Sporting Events) Bill,Commons,1,37
3488,"A Bill to provide for a statutory definition of bullying at work; to make provision relating to bullying at work, including to enable claims relating to workplace bullying to be considered by an employment tribunal; to provide for a Respect at Work Code to set minimum standards for positive and respectful work environments; to give powers to the Equalities and Human Rights Commission to investigate workplaces and organisations where there is evidence of a culture of, or multiple incidents of, bullying and to take enforcement action; and for connected purposes.",Bullying and respect at work Bill,Commons,1,37
3451,"A Bill to set minimum standards for the police in relation to the investigation of domestic burglaries, including a requirement that a police officer should attend any domestic premises where a burglary has been reported; to place a duty on the Secretary of State to ensure that police forces comply with the minimum standards; to require the Secretary of State to report to Parliament on compliance with the minimum standards; and for connected purposes.",Burglary (Police Response) Bill,Commons,1,37
3330,"A Bill to place a duty on the Government to ensure that every town with a population of more than 10,000 people has a regular bus service operating seven days a week, and that local health services, including hospitals and GP surgeries, are served by those buses; and for connected purposes.",Bus Services Bill,Commons,1,37
3445,A Bill to require consultation of bus users before changes are made to bus services; and for connected purposes.,Bus Services (Consultation) Bill,Commons,1,37
3244,A Bill to create a Business of the House Commission to regulate the timetabling of business in the House of Commons; and for connected purposes.,Business of the House Commission Bill,Commons,1,37
3274,A Bill to exempt motor homes from caravan site licensing requirements; and for connected purposes.,Caravan Site Licensing (Exemptions of Motor Homes) Bill,Commons,1,37
3284,A Bill to amend the requirements for caravan site licence applications made under the Caravan Sites and Control of Development Act 1960; and for connected purposes.,Caravan Sites Bill,Commons,1,37
3211,A Bill to require the whole-life carbon emissions of buildings to be reported; to set limits on embodied carbon emissions in the construction of buildings; and for connected purposes.,Carbon Emissions (Buildings) Bill,Commons,1,37
3212,A Bill to make provision about meeting the needs of people providing care and of people receiving care; and for connected purposes.,Care Bill,Commons,1,37
3470,A Bill to provide for a right for a user of health and care services to be accompanied by a care supporter; and for connected purposes.,Care Supporters Bill,Commons,1,37
3456,"A Bill to require the Secretary of State to publish and implement a Care Workers Employment Strategy, with the aim of improving the recruitment and retention of care workers; to establish an independent National Care Workers Council with responsibility for setting professional standards for care workers, for establishing a system of professional qualifications and accreditation for care workers, and for advising the Government on those matters; to require the Secretary of State to commission an independent assessment of the support available to unpaid carers, including financial support and employment rights; and for connected purposes.",Carers and Care Workers Bill,Commons,1,37
3218,"A Bill to provide for a category of protection for chalk streams for the purpose of providing additional protections from pollution, abstraction and other forms of environmental damage; and for connected purposes.",Chalk Streams (Protection) Bill,Commons,1,37
3477,A Bill to require the Secretary of State to report to Parliament on the merits of providing financial support for parents of children receiving care in hospital for extended periods.,Children in Hospital for Extended Periods (Report to Parliament) Bill,Commons,1,37
3463,A Bill to place a duty on local authorities to maintain a register of children who are not in school; and for connected purposes.,Children not in school (register) Bill,Commons,1,37
3277,A Bill to extend the definition of children’s clothing for the purposes of exemption from VAT; to extend the VAT exemption to further categories of school uniform; and for connected purposes.,Children’s Clothing (Value Added Tax) Bill,Commons,1,37
3382,A Bill to make provision for the relocation of Billingsgate Market and the London Central Markets; and for connected purposes.,City of London (Markets) Bill,Commons,1,37
3459,A Bill to make provision for a statutory Code of Practice to set standards for cladding remediation works in occupied buildings; and for connected purposes.,Cladding Remediation Works (Code of Practice) Bill,Commons,1,37
3412,"A Bill to establish the right to breathe clean air; to make provision for the purpose of reducing indoor and outdoor air pollution, including greenhouse gases; to set minimum standards for air quality in workplaces, homes and public spaces; to require the monitoring of air quality; to require the Secretary of State to publish a strategy for reducing air pollution, including setting targets and measures for air quality, and to report to Parliament annually on the implementation of that strategy; to give powers to the Office for Environmental Protection to enforce legislation relating to air quality and the reduction of greenhouse gas emissions; to make provision for the purpose of reducing pollution from vehicles; to place a duty on the Secretary of State to encourage and facilitate forms of active travel and to publish a strategy for reducing emissions from transport; to require the Secretary of State to promote public awareness of the impact of air pollution on public health; to place restrictions on the use of wood-burning stoves in urban areas; and for connected purposes.",Clean Air Bill,Commons,1,37
3460,"A Bill to Require the United Kingdom to achieve climate and nature targets; to give the Secretary of State a duty to implement a strategy to achieve those targets; to establish a Climate and Nature Assembly to advise the Secretary of State in creating that strategy; to give 
duties to the Committee on Climate Change and the Joint Nature Conservation Committee regarding the strategy and targets; and for connected purposes.",Climate and Ecology (No. 2) Bill,Commons,1,37
3405,A Bill to require matters relating to climate change and sustainability to be integrated throughout the curriculum in primary and secondary schools and included in vocational training courses; and for connected purposes.,Climate Education Bill,Commons,1,37
3392,A Bill to require Parliamentary approval of coal extraction from new coal mines commissioned after November 2022; to require the Secretary of State to set targets for phasing out the extraction and use of coal and to report to Parliament on performance against those targets; to require the Secretary of State to publish a strategy for increasing the use of renewable energy sources for steel production in place of coal; and for connected purposes.,Coal Extraction and Use Bill,Commons,1,37
3426,A Bill to provide for corporate status of and for certain privileges and immunities to be accorded to the international inter-parliamentary organisation of national and sub-national legislatures of Commonwealth countries known as the Commonwealth Parliamentary Association and to its Secretary-General; and for connected purposes.,Commonwealth Parliamentary Association (Status) Bill,Commons,1,37
3449,A Bill to provide for corporate status of and for certain privileges and immunities to be accorded to the international inter-parliamentary organisation of national and sub-national legislatures of Commonwealth countries known as the Commonwealth Parliamentary Association and to its Secretary-General; and for connected purposes.,Commonwealth Parliamentary Association (Status) (No. 2) Bill,Commons,1,37
3295,A Bill to prohibit the practice of offering preferential pricing to new customers compared to existing customers; and for connected purposes.,Consumer Pricing Bill,Commons,1,37
3357,A Bill to provide for maximum waiting times for customers who are contacting providers of utilities and certain other services by telephone; to require such companies to ensure that customers can speak to a person within that maximum waiting time; to restrict the use of automated menus on telephone services offered by such companies; to provide for financial penalties for companies that fail to meet these standards; and for connected purposes.,Consumer Telephone Service Standards Bill,Commons,1,37
3448,A Bill to enable co-operatives to issue permanent shares; and for connected purposes.,Co-operatives (Permanent Shares) Bill,Commons,1,37
3240,A Bill to make provision about extended collective licensing in relation to copyright and performers' rights; and for connected purposes.,Copyright and Performers' Rights (Extended Collective Licensing) Bill,Commons,1,37
3219,A Bill to amend the Corporate Manslaughter and Corporate Homicide Act 2007 to make provision about the offence of corporate homicide; and for connected purposes.,Corporate Homicide Bill,Commons,1,37
3221,"A Bill to amend the Countryside and Rights of Way Act 2000 to extend the right of public access to the countryside, including to woodlands, the Green Belt, waters and more grasslands; and for connected purposes.",Countryside and Rights of Way Act 2000 (Amendment) Bill,Commons,1,37
3270,A Bill to require the Secretary of State to establish an independent review of disablement caused by Covid-19 vaccinations and the adequacy of the compensation offered to persons so disabled; and for connected purposes.,Covid-19 Vaccine Damage Bill,Commons,1,37
3222,"A Bill to place a duty on the Secretary of State to make provision about financial assistance to persons who have suffered disablement following vaccination against Covid-19 and to the next of kin of persons who have died shortly after vaccination against Covid-19; to require the Secretary of State to report to Parliament on the merits of a no-fault compensation scheme to provide such financial assistance, on whether there should be any upper limit on the financial assistance available, on the criteria for eligibility and on whether payment should be made in all cases where there is no other reasonable cause for the death or disablement suffered; and for connected purposes.",Covid-19 Vaccine Damage Payments Bill,Commons,1,37
3271,A Bill to place a duty on the Secretary of State to improve the diagnosis and treatment of persons who have suffered or continue to suffer ill effects from Covid-19 vaccines; and for connected purposes.,Covid-19 Vaccine Diagnosis and Treatment Bill,Commons,1,37
3334,"A Bill to amend the Criminal Appeal Act 1968 to allow leave to appeal an unspent conviction where there has been a material change in the law, notwithstanding the date of conviction; and for connected purposes.",Criminal Appeal (Amendment) Bill,Commons,1,37
3452,A Bill to require the Secretary of State to publish proposals for a scheme to incentivise owners of land within Dartmoor National Park to allow enhanced access to that land in certain circumstances; and for connected purposes.,Dartmoor National Park (Access) Bill,Commons,1,37
3322,"A Bill to make provision for the regulation of the processing of information relating to identified or identifiable living individuals; to make provision about services consisting of the use of information to ascertain and verify facts about individuals; to make provision about access to customer data and business data; to make provision
about privacy and electronic communications; to make provision about services for the provision of electronic signatures, electronic seals and other trust services; to make provision about the disclosure of information to improve public service delivery; to make provision for the implementation of agreements on sharing information for law enforcement purposes; to make provision about the keeping and maintenance of registers of births and deaths; to make provision about information standards for health and social care; to establish the Information Commission; to
make provision about oversight of biometric data; and for connected purposes.",Data Protection and Digital Information Bill,Commons,1,37
3430,"A Bill to make provision for the regulation of the processing of information relating to identified or identifiable living individuals; to make provision about services consisting of the use of information to ascertain and verify facts about individuals; to make provision about access to customer data and business data; to make provision about privacy and electronic communications; to make provision about services for the provision of electronic signatures, electronic seals and other trust services; to make provision about the disclosure of information to improve public service delivery; to make provision for the implementation of agreements on sharing information for law enforcement purposes; to make provision about the keeping and maintenance of registers of births and deaths; to make provision about information standards for health and social care; to establish the Information Commission; to make provision about oversight of biometric data; and for connected purposes.",Data Protection and Digital Information Bill,Commons,1,37
3287,"A Bill to place duties on the Secretary of State to decarbonise the United Kingdom economy and to reverse inequality; to establish a ten-year economic and public investment strategy in accordance with those duties which promotes a community- and employee-led transition from high-carbon to low- and zero-carbon industry; to require the Government to report on its adherence to the strategy; to establish higher environmental standards for air, water and green spaces; to make provision to protect and restore natural habitats; and for connected purposes.",Decarbonisation and Economic Strategy Bill,Commons,1,37
3406,A Bill to make provision about defamation; to make provision about costs awarded in civil cases; to make provision about the application of the rights to privacy and to freedom of expression in civil cases on matters of public interest; to make provision about the regulation of lawyers acting in civil cases; to make provision about data protection; to make provision for the regulation of private investigators; to make provision for the purpose of reducing the use of lawsuits for strategic purposes; and for connected purposes.,"Defamation, Privacy, Freedom of Expression, Data Protection, Legal Services and Private Investigators Bill",Commons,1,37
3255,A Bill to amend the Scotland Act 1998 to grant legislative competence for employment matters to the Scottish Parliament.,Devolution (Employment) (Scotland) Bill,Commons,1,37
3258,A duty on the Secretary of State to ensure that applicants for Disability Benefit are given the option of their eligibility assessment being audio recorded; and for connected purposes.,Disability Benefit Assessments (Recording) Bill,Commons,1,37
3378,"A Bill to prohibit the use of disposable barbecues on open moorland, on beaches, in Areas of Outstanding Natural Beauty and in certain other areas designated for environmental protection; to give local authorities the power to prohibit the sale of disposable barbecues in their area; and for connected purposes.",Disposable Barbecues Bill,Commons,1,37
3417,A Bill to prohibit the sale of disposable electronic cigarettes; and for connected purposes.,Disposable Electronic Cigarettes (Prohibition of Sale) Bill,Commons,1,37
3272,"A Bill to exempt from VAT supplies of electricity, oil and gas for domestic purposes; and for connected purposes.",Domestic Energy (Value Added Tax) Bill,Commons,1,37
3208,A Bill to make provision for screening for dyslexia in primary schools; to make provision about teacher training relating to neurodivergent conditions; and for connected purposes,Dyslexia Screening and Teacher Training Bill,Commons,1,37
